taxon_id,taxon_name,taxon_iconic_taxon_name,taxon_rank,taxon_rank_level,taxon_ancestry,prev_obs_taxon_id,prev_obs_taxon_name,prev_obs_taxon_iconic_taxon_name,prev_obs_taxon_rank,prev_obs_taxon_rank_level,prev_obs_taxon_ancestry,obs_had_species_cid,more_conservative,disagreement,exact_agreement,more_specific_agreement
114417,Trimorphodon biscutatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28267,28267,Trimorphodon,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
28749,Salvadora grahamiae,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28739,28749,Salvadora grahamiae,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28739,true,false,false,true,false
146032,Coluber flagellum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/27030,85553,Serpentes,Reptilia,suborder,37.0,48460/1/2/355675/26036/26172,false,false,false,false,true
68528,Ahaetulla nasuta,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/30185,68528,Ahaetulla nasuta,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/30185,true,false,false,true,false
30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,true,false,false,true,false
28868,Ptyas mucosa,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28865,28868,Ptyas mucosa,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28865,true,false,false,true,false
503374,Crotalus ornatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
30139,Alsophis sibonius,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797518/30111,30111,Alsophis,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797518,false,false,false,false,true
26182,Acrochordus granulatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26175/26176,492346,Hydrophiinae,Reptilia,subfamily,27.0,48460/1/2/355675/26036/26172/85553/30403,false,false,true,false,false
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
146543,Xenodon matogrossensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797518/28023,85553,Serpentes,Reptilia,suborder,37.0,48460/1/2/355675/26036/26172,false,false,false,false,true
28868,Ptyas mucosa,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28865,28868,Ptyas mucosa,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28865,true,false,false,true,false
29304,Nerodia taxispilota,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/29299,29299,Nerodia,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/532896,false,false,false,false,true
392685,Microvelia macgregori,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47744/61267/372861/59654/119047/176984,176984,Microvelia,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47744/61267/372861/59654/119047,false,false,false,false,true
67642,Pantherophis spiloides,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649/857190,59649,Pantherophis,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
67642,Pantherophis spiloides,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649/857190,59649,Pantherophis,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
114568,Tropidolaemus subannulatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,114568,Tropidolaemus subannulatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,true,false,false,true,false
114417,Trimorphodon biscutatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28267,114417,Trimorphodon biscutatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28267,true,false,false,true,false
28827,Rhabdophis subminiatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28826,28827,Rhabdophis subminiatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28826,true,false,false,true,false
68530,Hypnale hypnale,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31052,68530,Hypnale hypnale,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31052,true,false,false,true,false
82808,Crotaphopeltis hotamboeia,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/26863,82808,Crotaphopeltis hotamboeia,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/26863,true,false,false,true,false
30733,Crotalus molossus nigrescens,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/515948,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30822,Causus defilippii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30818,30822,Causus defilippii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30818,true,false,false,true,false
28829,Rhabdophis tigrinus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28826,28829,Rhabdophis tigrinus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/532896/28826,true,false,false,true,false
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
27207,Chrysopelea ornata,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/27206,27206,Chrysopelea,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797522,false,false,false,false,true
30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,true,false,false,true,false
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
539421,Bothrops pubescens,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,539421,Bothrops pubescens,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
30442,Bungarus multicinctus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30436,30442,Bungarus multicinctus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30436,true,false,false,true,false
57137,Malacothamnus fasciculatus,Plantae,species,10.0,48460/47126/211194/47125/47124/48796/48797/860115/860842/57138,57137,Malacothamnus fasciculatus,Plantae,species,10.0,48460/47126/211194/47125/47124/48796/48797/860115/860842/57138,true,false,false,true,false
30676,Agkistrodon piscivorus leucostoma,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30668/30675,30675,Agkistrodon piscivorus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30668,true,false,false,false,true
68528,Ahaetulla nasuta,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/30185,68528,Ahaetulla nasuta,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797522/30185,true,false,false,true,false
31048,Lachesis stenophrys,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31047,31048,Lachesis stenophrys,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31047,true,false,false,true,false
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
30845,Bothriechis lateralis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30845,Bothriechis lateralis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,true,false,false,true,false
94898,Atropoides mexicanus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30868,94898,Atropoides mexicanus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30868,true,false,false,true,false
32082,Corallus hortulanus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797534/32081,32082,Corallus hortulanus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797534/32081,true,false,false,true,false
114568,Tropidolaemus subannulatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,114568,Tropidolaemus subannulatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30935,true,false,false,true,false
30733,Crotalus molossus nigrescens,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/515948,30733,Crotalus molossus nigrescens,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/515948,true,false,false,true,false
95916,Bothrops leucurus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30784,Bothrops moojeni,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,true,false,false
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
31031,Ovophis okinavensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31023,31031,Ovophis okinavensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31023,true,false,false,true,false
539399,Boa imperator,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797534/32092,32093,Boa constrictor,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797534/32092,true,false,true,false,false
146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
539036,Bothrops diporus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,539036,Bothrops diporus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,true,false,false,true,false
515948,Crotalus molossus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30764,Crotalus atrox,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30962,Trimeresurus malabaricus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,30962,Trimeresurus malabaricus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,true,false,false,true,false
95916,Bothrops leucurus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,95916,Bothrops leucurus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,true,false,false,true,false
30996,Protobothrops mucrosquamatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30994,30996,Protobothrops mucrosquamatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30994,true,false,false,true,false
30962,Trimeresurus malabaricus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,30962,Trimeresurus malabaricus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
503374,Crotalus ornatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
116337,Trimeresurus gramineus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146507,Trimeresurus erythrurus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,true,false,false
30442,Bungarus multicinctus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30436,85553,Serpentes,Reptilia,suborder,37.0,48460/1/2/355675/26036/26172,false,false,false,false,true
31014,Porthidium lansbergii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,30667,Viperidae,Reptilia,family,30.0,48460/1/2/355675/26036/26172/85553,false,false,false,false,true
30736,Crotalus mitchellii pyrrhus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/30735,30736,Crotalus mitchellii pyrrhus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/30735,true,false,false,true,false
29455,Madagascarophis meridionalis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/85853/797577/29453,29456,Madagascarophis colubrinus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/85853/797577/29453,true,false,true,false,false
30944,Trimeresurus flavomaculatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,30944,Trimeresurus flavomaculatus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
48267,Crotalus oreganus oreganus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/48268,48268,Crotalus oreganus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,true,false,false,false,true
30846,Bothriechis marchi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30842,Bothriechis,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30929,Vipera aspis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30889,30929,Vipera aspis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/30889,true,false,false,true,false
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30531,Micrurus nigrocinctus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30493,30537,Micrurus mosquitensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30493,true,false,true,false,false
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
539421,Bothrops pubescens,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,539421,Bothrops pubescens,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
81526,Crotalus viridis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
114409,Trimeresurus andalasensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,114409,Trimeresurus andalasensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
30959,Trimeresurus sabahi,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,31022,Trimeresurus nebularis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,true,false,false
31088,Echis pyramidum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/31078,31088,Echis pyramidum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797529/31078,true,false,false,true,false
539050,Bothrops jararaca,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,539050,Bothrops jararaca,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,true,false,false,true,false
504281,Malayopython timoriensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/67532/491872,67532,Pythonidae,Reptilia,family,30.0,48460/1/2/355675/26036/26172/85553,false,false,false,false,true
29925,Heterodon platirhinos,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797518/29923,29925,Heterodon platirhinos,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797518/29923,true,false,false,true,false
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30962,Trimeresurus malabaricus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,30962,Trimeresurus malabaricus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
29138,Pareas margaritophorus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/85970/29132,29138,Pareas margaritophorus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/85970/29132,true,false,false,true,false
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
53664,Dysschema,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82098,47157,Lepidoptera,Insecta,order,40.0,48460/1/47120/372739/47158/184884,false,false,false,false,true
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30714,Crotalus oreganus lutosus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/48268,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
31031,Ovophis okinavensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31023,31031,Ovophis okinavensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31023,true,false,false,true,false
30442,Bungarus multicinctus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30436,30442,Bungarus multicinctus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30403/30436,true,false,false,true,false
28868,Ptyas mucosa,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28865,28865,Ptyas,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/26504/797520,false,false,false,false,true
30714,Crotalus oreganus lutosus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/48268,48268,Crotalus oreganus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692,true,false,false,false,true
28868,Ptyas mucosa,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28865,28868,Ptyas mucosa,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28865,true,false,false,true,false
28327,Thrasops jacksonii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28326,28327,Thrasops jacksonii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/28326,true,false,false,true,false
59644,Pantherophis alleghaniensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649/857190,59644,Pantherophis alleghaniensis,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649/857190,true,false,false,true,false
30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,true,false,false,true,false
146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,146506,Trimeresurus albolabris,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30941,true,false,false,true,false
67642,Pantherophis spiloides,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649/857190,73888,Pantherophis obsoletus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/26504/797520/59649,true,false,true,false,false
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,false,true,false
30733,Crotalus molossus nigrescens,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/515948,30692,Crotalus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,30844,Bothriechis schlegelii,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30842,true,false,false,true,false
48578,Anteos maerula,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/48579,48579,Anteos,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47224/48508/119556,false,false,false,false,true
148786,Proteides mercurius,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47653/320509/148797,47653,Hesperiidae,Insecta,family,30.0,48460/1/47120/372739/47158/184884/47157/47224,false,false,false,false,true
133416,Phoebis philea,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/48551,47922,Nymphalidae,Insecta,family,30.0,48460/1/47120/372739/47158/184884/47157/47224,false,false,true,false,false
247842,Theope,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47224/59166/522808/522806/522816,247842,Theope,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47224/59166/522808/522806/522816,false,false,false,true,false
174244,Chloropteryx,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/49531/49530/123036/123090,123036,Geometrinae,Insecta,subfamily,27.0,48460/1/47120/372739/47158/184884/47157/49531/49530,false,false,false,false,true
130348,Dione moneta,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47922/60854/134173/130349,47922,Nymphalidae,Insecta,family,30.0,48460/1/47120/372739/47158/184884/47157/47224,false,false,false,false,true
293720,Lophocampa annulosa,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82113/67692,67692,Lophocampa,Insecta,genus,20.0,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/82113,false,false,false,false,true
204775,Kricogonia lyside,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/177600,48508,Pieridae,Insecta,family,30.0,48460/1/47120/372739/47158/184884/47157/47224,false,false,false,false,true
30798,Bothrops asper,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,49001,Bothrops atrox,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30767,true,false,true,false,false
148565,Temenis laothoe,Insecta,species,10.0,48460/1/47120/372739/47158/184884/47157/47224/47922/134159/207891/148591,47157,Lepidoptera,Insecta,order,40.0,48460/1/47120/372739/47158/184884,false,false,false,false,true
520470,Sistrurus tergeminus,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/30979,30979,Sistrurus,Reptilia,genus,20.0,48460/1/2/355675/26036/26172/85553/30667/797576,false,false,false,false,true
32093,Boa constrictor,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797534/32092,32093,Boa constrictor,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/32080/797534/32092,true,false,false,true,false
31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,31011,Porthidium nasutum,Reptilia,species,10.0,48460/1/2/355675/26036/26172/85553/30667/797576/31008,true,false,false,true,false
30736,Crotalus mitchellii pyrrhus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/30735,30736,Crotalus mitchellii pyrrhus,Reptilia,subspecies,5.0,48460/1/2/355675/26036/26172/85553/30667/797576/30692/30735,true,false,false,true,false
